Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
Aeroflex Enter.,511076,AEROENTER,INE065D01027,Industrial Products,Iron & Steel Products,143.64,1625.49,150.28,151.70,104.55,4.32,40.59,52.30,97.23,854.16,10.19,24.51,302.10,21.00,24.80,20.44,0.00,10.70,224.42,30.21,752.35,27.43,40.54,103.22,151.90,12.63,8.41,202.54,54.95,-3.61,18.30,37.01,104.15,32.73,1.74,68.29,193.63,-14.79,146.05,804.16,27.25,697.76,5.33,1.96,189.00,36992.00,35374.00,42832.00,1.25,0.07,46.39,146.05
Aerpace Indus,534733,,INE175N01023,Industrial Products,Iron & Steel Products,34.93,537.43,-13.35,60.00,27.66,12.02,39.51,45.25,-4.12,-139.53,-1.72,-8.08,53.36,,-2.36,-3.45,0.00,,,,0.00,,,-4.16,-17.57,-21.52,-35.16,-131.49,,,-3.13,-5.15,27.59,,,59.89,0.13,-30.54,0.40,22.21,0.00,7.23,-38.49,14.29,0.00,20255.00,20493.00,19634.00,0.00,0.00,54.75,0.40
Aether Industri.,543534,AETHER,INE0BWX01014,Chemicals & Petrochemicals,Specialty Chemicals,1655.00,21966.53,384.57,1692.00,1189.79,2.19,457.94,74.92,62.75,27.98,49.03,55.06,16.18,88.11,64.48,53.96,0.00,91.55,369.82,32.03,1230.56,34.44,27.25,62.75,239.93,11.92,9.66,30.35,19.22,41.07,142.38,100.02,1185.11,116.02,6.64,64.09,238.53,-15.95,5.66,2323.21,0.21,1171.47,54.45,8.94,326.56,65336.00,65562.00,72628.00,7.42,10.49,7.17,5.66
Afcom Holdings,544224,,INE0OXY01013,Transport Services,Logistics Solution Provider,1623.60,4661.94,238.14,1680.00,1061.88,3.36,375.59,35.84,39.24,86.06,21.09,44.66,-12.14,,34.45,28.39,0.00,31.77,,,640.40,144.27,48.12,39.24,146.74,33.49,36.01,160.47,22.28,32.13,35.99,27.38,1056.23,,,68.17,0.09,-1.42,62.06,660.68,0.00,535.56,19.21,6.76,176.10,6978.00,6454.00,3672.00,0.68,7.96,55.52,153.30
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,285.05,10483.70,1614.44,570.00,330.33,40.54,3626.91,50.17,30.60,-77.73,137.40,-88.40,134.22,-19.42,96.81,105.08,100.00,51.16,2541.55,-14.95,11249.00,-11.87,-20.75,30.30,204.90,13.91,5.61,-61.53,1.13,1.84,-127.49,-132.20,330.79,243.56,-0.53,53.68,770.56,-3.74,885.89,5082.02,0.54,12953.97,9.35,1.92,2671.00,240266.00,237539.00,266041.00,12.15,20.07,17.62,885.89
Affle 3i,542752,AFFLE,INE00WC01027,IT - Services,IT Enabled Services,1686.80,23769.43,688.30,2186.80,1577.85,22.86,14.81,54.91,128.44,21.74,105.50,119.51,7.47,137.20,119.32,110.51,0.00,49.75,776.11,20.01,2835.73,19.78,20.37,128.44,477.78,16.84,13.79,19.21,17.19,5.74,502.35,425.99,1576.76,174.68,9.74,55.41,1391.70,7.01,1294.07,3624.09,113.87,2639.62,31.06,6.50,747.16,243769.00,240775.00,261724.00,15.37,18.77,10.82,1294.07
Agarwal Indl.,531921,AGARIND,INE204E01012,Chemicals & Petrochemicals,Petrochemicals,470.20,703.32,134.86,1383.15,581.53,53.26,341.36,57.20,10.35,-20.57,13.03,15.75,-34.29,2.58,2.80,11.99,0.00,17.20,162.55,-33.60,1491.93,-34.70,-27.00,10.35,40.89,7.92,6.62,-54.42,2.39,0.42,234.91,99.84,582.65,13.83,1.73,35.83,53.12,-1.86,72.82,674.05,38.49,440.74,7.50,1.02,433.31,19959.00,18780.00,20011.00,2.37,0.06,40.37,72.82
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,744.50,4816.72,690.42,1307.90,683.02,20.71,241.04,60.39,99.58,12.08,88.85,115.60,-13.86,98.44,71.64,76.12,0.00,13.09,644.74,7.17,2762.93,4.26,14.19,99.58,368.03,19.60,15.80,5.74,12.68,0.84,572.03,428.55,682.40,149.82,15.22,61.59,363.70,8.60,84.13,2394.93,100.02,1105.36,7.12,2.00,785.27,58757.00,57390.00,53546.00,6.26,1.06,32.26,84.13
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",287.90,3598.67,132.69,434.40,307.00,33.72,185.61,71.29,27.52,37.53,20.01,26.69,3.18,24.55,26.11,22.05,0.00,35.15,88.74,4.03,357.36,3.93,5.27,27.54,102.37,20.11,24.98,41.67,28.56,6.49,-32.38,-19.91,307.19,34.42,1.96,32.36,27.57,-5.57,98.45,452.30,0.00,1269.38,25.66,7.74,96.44,11736.00,9169.00,6119.00,4.68,0.01,24.02,98.45
Ahluwalia Contr.,532811,AHLUCONT,INE758C01029,Construction,Civil Construction,635.10,4254.38,507.56,1542.45,839.20,41.08,73.14,55.32,10.39,-79.71,51.21,82.02,-87.33,56.81,54.06,78.57,0.00,18.90,1309.81,11.26,4686.13,12.00,12.03,10.39,225.04,20.45,13.78,1.18,0.92,1.35,281.13,359.43,841.25,104.18,8.48,21.01,964.35,5.52,817.46,2045.51,0.00,3179.12,7.50,2.07,1125.81,34624.00,36498.00,37376.00,14.05,22.32,8.32,817.46
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4235.50,39525.84,1746.21,5180.00,4134.37,18.23,10.27,58.50,301.11,-1.28,305.02,393.27,-23.48,279.34,292.95,277.48,0.00,31.15,1132.64,8.10,4548.94,5.63,12.42,300.99,1268.78,21.12,16.99,14.70,25.77,4.54,591.50,1162.31,4133.36,311.39,29.93,31.80,437.54,9.53,223.86,8006.68,4302.08,2936.26,22.48,4.93,1168.02,58979.00,59500.00,55456.00,16.87,22.10,2.54,223.86
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1648.85,3436.43,69.25,1780.00,1114.77,7.37,55.30,70.90,25.69,77.79,14.45,20.29,26.61,,,,0.00,74.75,,,301.16,89.21,75.94,25.69,45.97,28.15,23.60,79.36,14.39,,-39.96,-18.67,1109.40,,,58.74,35.58,-17.41,13.88,213.98,0.00,355.05,50.22,14.49,178.58,4993.00,4243.00,3832.00,0.22,2.17,26.72,13.88
Airfloa Rail,544516,,INE0XBS01012,Industrial Manufacturing,Industrial Products,449.95,1078.53,64.73,455.00,321.88,1.11,68.31,54.20,27.07,68.77,16.04,12.09,123.90,,,,0.00,27.55,,,319.60,66.12,113.54,27.07,39.15,25.87,22.68,53.53,11.82,,-57.45,-4.43,320.60,,,83.05,3.92,-11.09,13.08,212.81,5.01,334.43,17.52,4.55,229.06,2129.00,1624.00,,0.09,0.98,44.72,13.08
Ajanta Pharma,532331,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3551.80,44382.95,1661.56,3796.95,3069.48,6.46,260.17,63.49,334.22,30.89,255.34,266.70,25.32,362.38,273.77,260.19,22.53,39.11,1651.29,21.98,5776.17,20.19,24.82,334.22,1134.88,34.51,27.14,22.04,20.56,4.64,529.19,1157.23,3064.63,417.07,29.00,52.24,176.24,12.80,104.77,4502.02,588.35,3175.58,26.45,9.80,1625.96,65296.00,67955.00,68882.00,7.68,21.80,7.03,104.77
Ajax Engineering,544356,AJAXENGG,INE274Y01021,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,581.50,6652.76,314.98,756.75,562.98,20.18,1.84,80.00,55.60,5.14,52.88,94.96,-41.45,49.84,38.24,39.07,0.00,28.90,450.48,1.27,2110.62,1.89,1.73,55.60,230.17,23.86,17.85,-6.43,11.72,2.97,377.29,42.72,562.79,52.54,4.36,54.65,67.48,14.51,168.89,1380.78,951.69,1439.56,20.37,4.78,474.60,69540.00,72001.00,94515.00,4.67,11.17,4.17,168.89
Ajmera Realty,513349,AJMERA,INE298G01035,Realty,"Residential, Commercial Projects",117.86,2319.43,306.33,291.04,139.63,46.77,711.23,68.56,43.06,12.49,38.28,55.60,-23.22,79.40,27.87,31.24,0.02,15.01,405.56,85.16,1148.89,43.14,22.65,44.94,154.57,14.28,11.50,16.39,14.18,2.52,68.63,7.55,139.85,111.94,3.87,41.60,101.40,4.08,86.99,1359.11,119.83,2236.87,9.17,1.66,316.97,27336.00,25013.00,27784.00,0.95,0.82,29.69,86.99
Akums Drugs,544222,AKUMS,INE09XN01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,766.10,12057.95,650.74,1175.90,577.45,2.26,157.43,75.26,100.01,57.55,63.48,85.82,24.15,74.64,67.68,42.69,0.00,39.53,1134.00,11.45,4501.62,9.18,13.93,100.98,305.07,14.94,8.45,-7.42,8.66,2.05,1181.20,465.20,575.56,139.68,4.70,64.05,576.45,13.77,1680.60,3282.73,0.14,3559.86,15.05,3.64,1166.63,70289.00,72589.00,69424.00,1.91,13.44,6.67,1680.60
Alembic,506235,ALEMBICLTD,INE426A01027,Realty,"Residential, Commercial Projects",98.70,2534.44,158.25,169.00,92.80,9.07,10.64,70.88,64.89,5.27,61.64,67.13,-3.34,17.73,60.13,128.49,0.00,7.90,59.77,7.01,238.98,8.21,-2.03,64.89,320.64,6.07,13.02,1.31,133.14,4.05,120.07,86.37,92.74,21.71,0.69,68.70,4.37,0.63,3.29,2393.73,1974.15,100.61,15.72,1.04,48.74,101238.00,102008.00,107510.00,1.25,0.06,27.82,3.29
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,824.80,16212.53,1174.90,1303.90,810.13,17.35,1429.94,69.87,173.07,12.11,154.38,220.93,-14.47,217.74,131.95,183.71,0.00,21.73,2215.15,15.97,7783.95,14.12,25.66,172.36,746.18,12.64,13.45,25.81,8.02,2.20,782.73,87.96,809.98,342.72,11.08,52.85,90.10,1.53,202.70,5635.50,140.88,4542.59,14.15,2.86,2149.77,86796.00,86432.00,89013.00,4.17,15.93,10.00,202.70
Algoquant Fin,505725,ALGOQUANT,INE598D01035,Finance,Other Financial Services,64.98,1826.56,52.08,91.70,60.67,19.96,34.24,73.68,16.52,263.08,4.55,15.88,4.03,13.73,5.99,6.34,32.42,40.84,68.05,32.68,258.84,15.86,42.88,16.52,44.73,31.43,27.69,135.42,21.21,7.76,60.13,60.13,60.63,17.93,0.49,47.64,117.32,21.40,155.23,106.52,55.39,246.75,24.78,13.57,77.87,16698.00,17161.00,2731.00,0.81,0.09,22.01,155.23
Alicon Cast.,531147,ALICON,INE062D01024,Auto Components,Auto Components & Equipments,691.65,1135.12,203.30,1543.15,727.82,32.52,354.40,53.79,11.45,4.76,10.93,7.94,44.21,16.57,3.30,13.89,0.00,30.56,527.72,23.25,1931.21,13.71,38.30,11.45,37.14,10.04,6.42,-2.13,1.98,0.59,238.86,204.15,728.18,56.73,10.09,45.44,12.34,5.59,19.80,620.13,4.87,751.47,7.20,1.80,578.01,14932.00,14469.00,15133.00,0.20,10.62,35.40,19.80
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1360.80,16706.74,820.18,1418.00,1079.74,4.03,56.77,74.87,160.08,31.71,121.54,162.66,-1.59,180.19,150.26,130.03,0.00,26.87,628.23,6.85,2590.40,7.93,6.41,160.08,621.71,23.79,17.88,25.42,25.00,2.94,565.41,391.52,1076.91,201.11,14.68,62.54,71.24,8.20,2.13,3307.59,780.46,1868.98,18.41,5.01,640.41,125559.00,127969.00,138500.00,5.54,7.18,12.42,2.13
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5303.50,63411.30,3590.06,6440.00,5475.03,10.62,2047.16,49.70,519.95,-20.47,653.76,312.10,107.47,773.93,653.03,779.11,0.00,27.90,4506.72,12.64,15081.28,13.36,10.95,520.98,2272.90,21.24,18.89,-0.05,13.93,2.94,1963.03,1912.84,5476.76,940.79,64.60,36.23,1563.08,9.96,1732.90,13796.19,1868.81,11473.21,17.55,4.59,3740.15,62822.00,62835.00,79740.00,10.42,22.64,17.25,1732.90
Alkyl Amines,506767,ALKYLAMINE,INE150B01039,Chemicals & Petrochemicals,Specialty Chemicals,2089.60,10687.51,316.44,4749.00,1752.24,2.13,1.19,72.04,94.63,91.40,49.44,45.37,108.57,72.21,42.26,42.94,0.00,47.46,441.43,13.36,1658.33,5.11,30.20,94.63,225.20,16.64,12.27,20.63,17.92,3.48,238.55,263.11,1748.84,92.28,14.12,67.40,204.06,10.87,201.70,1523.13,50.59,622.83,27.99,6.97,528.01,142625.00,146028.00,161021.00,3.50,3.10,21.36,201.70
All Time Plastic,544479,ALLTIME,INE0GV601021,Consumer Durables,Houseware,206.18,1350.64,96.85,334.90,240.06,35.04,86.40,70.15,12.10,-5.62,12.82,9.40,28.72,10.25,9.16,4.22,0.00,35.46,151.78,2.97,613.50,4.68,1.95,12.10,38.09,11.57,9.01,-20.53,7.51,1.67,86.32,51.68,240.40,20.03,1.56,34.77,9.27,-3.59,100.33,600.42,25.28,301.39,14.22,2.20,161.06,28843.00,29699.00,,2.98,10.36,16.52,100.33
Allcargo Global,544602,AGL,INE1YPB01014,Transport Services,Logistics Solution Provider,14.32,1407.34,24.58,22.00,18.70,34.91,1337.90,63.28,-28.00,67.82,-87.00,-45.00,37.78,,,,0.00,,,,12757.85,-9.37,5.77,-28.00,-275.32,-6.09,-20.14,-1468.35,-0.80,,88.71,-0.24,18.75,,,51.71,527.24,-2.27,396.03,1098.92,161.72,3168.39,95.57,,3522.00,211840.00,,,10.02,2.06,24.64,396.03
Allcargo Logist.,532749,ALLCARGO,INE418H01029,Transport Services,Logistics Solution Provider,13.32,1995.04,267.00,34.14,9.78,17.68,693.00,40.28,14.00,227.27,-11.00,8.00,-30.00,-1.20,2.00,9.00,0.00,43.37,567.60,5.70,2113.00,5.33,11.20,14.00,46.00,4.83,0.88,43.75,2.56,0.28,314.00,275.00,9.74,68.92,-0.01,74.50,157.00,8.24,131.00,274.00,0.00,704.00,8.67,3.48,546.00,318959.00,319630.00,220488.00,6.56,1.82,51.32,131.00
Allcargo Termi,543954,ATL,INE0NN701020,Transport Infrastructure,Port & Port services,26.71,709.83,181.12,77.35,25.48,29.67,768.90,67.17,6.37,-30.08,9.11,8.77,-27.37,12.29,15.03,11.30,0.00,16.82,234.83,13.36,847.96,12.25,14.50,6.37,42.20,11.64,14.42,31.18,2.97,0.58,157.30,108.39,25.47,48.58,0.42,64.48,17.31,11.09,9.64,300.13,191.96,162.02,7.80,2.21,214.41,73943.00,75723.00,78522.00,5.34,0.21,27.28,9.64
Alldigi Tech,532633,ALLDIGI,INE835G01018,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),815.20,1242.23,162.35,1251.90,836.65,18.48,170.69,73.39,18.12,21.69,14.89,32.67,-37.26,22.46,20.84,17.62,0.00,13.48,157.20,6.63,605.05,7.87,4.43,18.12,92.17,27.89,31.48,38.64,12.06,1.02,144.09,118.46,836.87,42.08,14.74,49.02,82.34,26.00,88.57,235.74,59.12,219.93,7.51,4.95,150.28,17108.00,16972.00,16622.00,1.04,1.57,23.99,88.57
Allied Blenders,544203,ABDL,INE552Z01027,Beverages,Breweries & Distilleries,613.70,17165.81,566.65,719.95,560.97,14.76,1150.53,80.91,49.22,-12.98,56.56,40.85,20.73,74.01,63.74,62.92,0.00,76.96,1061.87,7.25,3978.87,7.97,6.08,45.42,223.06,18.38,14.29,-7.15,4.64,24.71,361.96,-678.42,560.44,137.67,2.65,49.34,131.74,-8.16,165.18,1606.72,0.01,2939.72,31.89,10.32,978.94,112420.00,119762.00,105910.00,3.24,5.07,10.77,165.18
Allied Digital,532875,ADSL,INE102I01027,IT - Services,IT Enabled Services,109.48,620.21,77.12,564.51,130.75,47.75,136.06,51.03,12.39,-14.20,14.44,-3.40,465.49,12.30,13.91,15.42,0.00,15.94,282.93,21.06,1009.38,19.18,18.93,12.39,38.90,7.39,4.82,7.64,4.76,1.73,-78.52,92.27,130.96,21.34,2.17,37.88,214.16,2.37,149.62,585.35,8.58,780.87,7.54,1.01,260.49,74142.00,75470.00,76556.00,0.11,0.00,48.86,149.62
Alok Industries,521070,ALOKINDS,INE270A01029,Textiles & Apparels,Other Textile Products,11.28,5600.79,67.41,97.58,13.97,41.68,26105.76,75.00,-155.45,21.16,-197.16,-192.58,28.20,-195.86,-217.63,-162.38,0.00,,980.27,4.16,3775.41,3.86,6.50,-138.25,-733.19,-3.95,,18.60,-15.65,5.44,419.28,115.22,14.00,23.29,-0.39,28.63,71.51,-4.86,122.55,-22024.32,0.05,1439.38,229.85,,993.11,950058.00,965719.00,1033519.00,1.90,0.39,22.73,122.55
Alpex Solar,,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment,875.10,2235.27,327.39,1449.70,905.64,36.35,536.52,65.90,39.87,-5.72,42.29,53.27,-25.15,135.37,54.27,52.67,6.47,11.14,1138.30,117.68,2346.38,116.51,32.37,39.87,200.73,43.53,51.96,60.98,7.92,-14.86,-115.61,68.84,905.94,165.35,53.00,57.54,45.86,-21.26,149.73,536.26,1.48,906.05,7.67,3.98,503.42,8517.00,8032.00,6010.00,3.13,0.40,30.58,149.73
Altius Telecom,543225,,INE0BWS23018,Telecom - Services,Telecom - Infrastructure,175.00,53329.50,10181.50,178.20,157.97,1.80,52667.00,,375.30,65.55,226.70,309.80,21.14,388.41,290.10,280.00,,42.15,6421.04,5.61,24160.10,9.79,-0.08,375.30,1265.19,8.60,8.07,53.56,6.23,0.70,9851.10,7066.40,157.80,2672.26,1.27,61.81,1368.00,10.71,1920.80,-21315.40,0.00,7760.20,10.07,4.65,6025.10,,,,,,,1920.80
Amagi Media Labs,544679,AMAGI,INE121R01077,IT - Services,IT Enabled Services,583.90,12838.80,114.90,727.40,459.60,19.73,30.98,14.92,33.91,760.66,3.94,34.26,-1.02,,30.94,2.53,3.10,126.32,,,1612.42,29.50,32.36,33.91,101.64,8.00,10.30,204.31,7.76,-15.11,-9.24,33.57,458.35,,,45.72,492.02,-5.52,1218.30,1648.64,229.38,2171.14,78.07,7.19,436.88,15350.00,17485.00,,42.23,37.11,5.73,1218.30
Amal,506597,AMAL,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,745.85,922.07,37.91,1148.00,641.32,26.15,0.00,71.35,16.73,77.98,9.40,1.90,780.53,12.21,5.02,6.06,0.00,31.04,102.05,88.99,288.87,78.18,104.06,16.73,29.71,26.05,20.39,-22.33,17.33,4.57,21.70,49.71,640.27,15.76,9.87,51.69,3.41,22.36,2.11,108.01,36.64,35.82,18.75,7.66,96.54,17632.00,18123.00,14995.00,0.00,0.03,28.63,2.11
Amanta Healthcar,544502,AMANTA,INE084K01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,191.03,741.76,63.11,205.57,141.02,7.07,244.44,63.79,3.31,-5.70,3.51,5.53,-40.14,4.76,4.63,1.21,0.00,48.35,75.73,6.83,291.17,7.08,5.34,3.31,15.34,11.60,10.34,-4.18,4.81,1.15,48.45,46.62,140.52,15.66,1.23,62.50,3.48,3.53,92.64,181.38,7.05,238.52,14.28,3.37,68.80,12612.00,15222.00,,0.43,12.92,22.84,92.64
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,920.75,16852.06,1633.84,1775.95,891.47,12.97,372.75,32.86,202.80,4.53,194.01,187.45,-37.08,264.77,151.69,302.40,0.00,21.48,3915.52,15.56,14240.38,12.81,20.64,202.80,784.63,13.43,8.26,-6.15,5.02,1.20,1340.03,1375.20,891.17,431.98,14.47,50.98,165.30,8.63,115.37,8142.45,2585.49,3831.35,10.31,2.07,4041.44,818619.00,809144.00,871584.00,17.34,15.31,34.50,115.37
Amber Enterp.,540902,AMBER,INE371P01015,Consumer Durables,Household Appliances,7466.00,26330.91,982.43,8974.00,7339.94,16.80,2701.59,38.09,100.37,-3.37,103.87,93.47,-98.09,-15.02,-9.34,-32.15,0.00,127.61,1901.03,15.42,12625.07,14.56,12.72,3.09,206.33,10.25,5.95,-24.97,2.09,4.25,240.16,710.89,7338.67,129.24,-4.26,54.22,726.77,-1.69,465.55,4336.93,37.84,6449.68,26.90,6.01,3887.72,119692.00,116560.00,132907.00,20.47,30.54,10.88,465.55
Ambika Cotton,531978,AMBIKCO,INE540G01014,Textiles & Apparels,Other Textile Products,1639.20,938.44,129.43,2830.00,1538.68,15.11,0.00,50.35,25.70,61.43,15.92,24.53,4.77,29.43,15.17,15.94,0.00,11.54,268.45,34.47,846.89,23.64,34.35,25.70,81.34,11.41,7.70,35.27,9.96,0.85,228.25,129.05,1537.67,39.20,51.41,45.14,192.32,3.18,168.41,948.59,30.41,799.39,5.43,0.98,257.92,24299.00,25994.00,28324.00,0.47,1.71,47.47,168.41
Ambuja Cements,500425,AMBUJACEM,INE079A01024,Cement & Cement Products,Cement & Cement Products,419.20,104163.54,7428.67,706.95,467.30,30.23,865.93,67.33,593.33,-29.75,844.64,1931.50,-64.46,670.70,402.88,2302.28,0.00,22.12,9541.15,4.00,39867.14,7.07,-7.67,660.00,4708.12,5.61,8.85,3.82,7.14,2.16,5361.53,2237.35,467.79,1602.26,2.36,47.43,6172.16,-2.52,958.60,58852.96,113.17,13715.93,15.01,1.75,9500.00,674206.00,607505.00,618855.00,5.63,19.44,7.38,958.60
Amic Forging,544037,,INE0P9J01013,Industrial Products,Castings & Forgings,1905.90,2201.09,43.79,2057.00,1619.01,7.35,5.64,57.96,15.87,23.69,12.83,12.37,28.29,,,,0.00,77.86,,,141.78,17.79,30.44,15.87,28.27,23.46,16.79,37.23,21.10,28.80,8.86,6.02,1616.12,,,51.81,19.53,-18.04,6.77,201.64,11.28,93.05,50.24,9.65,75.20,2686.00,2723.00,2888.00,0.15,0.56,41.32,6.77
Amines & Plast.,506248,AMNPLST,INE275D01022,Chemicals & Petrochemicals,Commodity Chemicals,189.28,1041.42,60.49,359.95,190.81,25.77,27.21,73.17,9.47,27.46,7.43,15.35,-38.31,9.66,7.58,6.17,0.00,27.00,125.53,-5.72,581.27,-12.40,7.30,9.47,38.57,16.73,13.26,-3.04,6.29,3.46,66.41,29.14,190.83,12.24,1.76,45.71,45.75,13.69,53.15,281.25,1.54,341.55,16.23,3.56,150.53,9460.00,9541.00,9931.00,0.00,0.00,26.82,53.15
Amrutanjan Healt,590006,AMRUTANJAN,INE098F01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,527.75,1525.76,93.27,1025.55,576.91,33.28,1.77,46.52,5.83,-29.84,8.31,22.05,-73.01,13.68,19.45,13.96,0.00,24.53,130.49,10.87,511.48,10.68,9.48,4.37,62.21,24.82,18.52,14.06,5.66,3.26,35.97,50.90,577.40,15.53,4.73,54.24,83.16,1.70,33.32,367.34,3.12,291.65,16.52,4.12,102.97,45135.00,45805.00,49431.00,2.44,12.29,38.72,33.32
Anand Rathi Shar,544530,ARSSBL,INE549H01021,Capital Markets,Stockbroking & Allied,526.30,3319.18,383.96,795.10,532.30,33.81,840.31,69.62,39.16,67.57,23.37,41.99,-44.01,60.73,37.87,28.59,6.15,22.49,276.73,21.86,976.16,17.09,22.22,23.51,147.61,19.82,14.17,53.07,15.94,0.84,745.44,673.88,532.36,112.95,9.63,54.22,2210.89,27.82,3543.35,1321.60,44.21,5879.15,1.52,2.44,245.68,81900.00,80457.00,,0.15,4.06,26.17,3543.35
Anand Rathi Wea.,543415,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2179.40,36187.03,572.18,2230.00,1757.11,2.27,83.25,41.37,163.22,76.97,92.23,102.23,59.66,127.54,99.81,97.16,13.83,78.26,351.14,22.74,1155.70,22.89,18.21,163.22,462.42,57.47,45.30,46.60,52.16,12.83,253.71,351.91,1752.87,140.66,7.68,62.78,22.70,28.88,223.10,983.55,315.70,828.33,55.05,35.29,312.95,80729.00,64931.00,59186.00,6.37,10.40,41.86,223.10
Anant Raj,515055,ANANTRAJ,INE242C01024,Realty,"Residential, Commercial Projects",606.35,21821.14,723.15,947.90,556.57,18.51,680.55,57.43,149.64,18.88,125.88,146.60,0.32,179.59,144.23,138.18,0.00,37.71,724.62,14.87,2550.59,16.97,6.58,149.19,578.61,12.07,11.15,25.67,23.63,35.02,-434.78,253.34,556.07,198.64,4.99,47.87,346.13,-4.02,911.47,5716.73,183.26,3666.77,28.21,3.77,631.40,375155.00,368350.00,257866.00,10.74,4.60,27.22,911.47
Anantam Highways,544579,ANANTAM,INE1UA823019,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",104.94,2282.45,302.10,117.00,104.91,10.31,2101.18,,59.43,3791.30,-1.61,202.87,-70.71,,-4.16,-1.59,0.00,8.90,,,484.13,,,59.43,256.55,13.71,16.75,385960.00,37.60,,486.65,0.00,104.91,,,46.33,0.00,,191.88,128.92,0.00,590.61,9.66,0.99,158.05,,,,,,,191.88
Anawil Wire,,ANAWIL,INE1J5V01013,Electrical Equipment,Heavy Electrical Equipment,427.65,1069.12,61.81,491.95,354.95,13.07,128.25,65.26,,,,,,,,,,29.16,,,143.23,82.57,,,36.67,32.28,56.59,197.89,,,18.44,9.66,354.22,,,,0.13,-14.91,1.60,69.80,0.01,144.77,19.35,,,3684.00,,,2.31,11.74,20.69,1.60
Andhra Paper,502330,ANDHRAPAP,INE435A01051,"Paper, Forest & Jute Products",Paper & Paper Products,60.46,1202.25,108.17,135.00,65.83,30.42,232.15,72.45,30.32,42.28,21.31,7.72,292.75,-9.31,9.85,-20.26,0.00,43.51,401.88,10.99,1701.59,5.12,0.09,30.32,27.63,0.04,-1.66,-66.52,7.70,0.43,104.50,-55.39,65.88,20.08,-0.47,48.09,7.71,-7.99,18.51,1899.58,649.85,537.57,8.82,0.62,393.77,40465.00,41461.00,45377.00,0.27,5.48,21.80,18.51
Andhra Sugars,590062,ANDHRSUGAR,INE715B01021,Chemicals & Petrochemicals,Commodity Chemicals,99.02,1342.07,230.44,177.60,84.15,7.66,0.56,50.49,46.13,74.28,26.47,19.51,687.67,43.24,23.10,33.56,2.09,11.41,693.90,16.14,2493.32,16.54,4.55,46.63,117.58,8.48,6.11,118.07,7.52,0.53,278.33,127.80,84.00,67.00,3.12,60.34,56.57,5.10,68.93,1644.44,529.39,977.83,5.01,0.80,627.11,51307.00,52819.00,54613.00,2.86,0.00,46.64,68.93
Andrew Yule & Co,526173,ANDREWYU,INE449C01025,Agricultural Food & other Products,Tea & Coffee,29.44,1439.47,-6.76,99.70,25.31,10.11,121.34,89.25,-2.34,-111.62,20.14,-30.51,92.33,-22.41,-8.80,-0.02,0.00,,70.84,-0.95,297.54,-4.75,3.85,-2.34,-41.67,-6.25,-5.78,-310.03,-4.01,-7.43,-80.41,-11.05,25.27,-14.16,-0.46,68.47,38.07,-6.61,37.58,227.57,254.48,225.08,-29.65,4.42,58.30,44299.00,45469.00,47400.00,0.00,2.20,8.54,37.58
