Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
S P I C,590030,SPIC,INE147A01011,Fertilizers & Agrochemicals,Fertilizers,70.28,1431.18,393.14,128.20,72.34,45.18,702.78,53.38,60.18,-9.79,66.71,29.49,104.07,48.25,54.07,61.22,0.00,6.98,804.20,-1.60,3024.14,-2.84,8.73,60.18,204.96,17.50,16.46,28.22,7.09,1.24,395.28,-37.95,72.36,67.95,2.37,64.53,50.16,-1.01,98.81,1166.41,287.65,856.62,5.80,1.04,848.81,113768.00,113299.00,116124.00,4.80,0.14,41.68,98.81
S T C,512531,STCINDIA,INE655A01013,Commercial Services & Supplies,Trading & Distributors,118.29,709.74,51.14,872.28,121.49,21.51,1174.86,90.00,7.19,128.98,3.14,16.56,-40.97,,612.04,9.82,0.00,14.69,,,0.00,,,9.77,48.32,,,5.09,,-1.42,51.75,-170.78,121.52,,,46.38,40.52,1.76,0.32,-4007.94,0.01,2212.65,36.85,,0.00,25261.00,25472.00,26542.00,0.04,0.47,9.49,0.32
S.A.L Steel,532604,SALSTEEL,INE658G01014,Ferrous Metals,Sponge Iron,71.64,1037.11,14.69,81.80,50.59,12.42,349.20,70.98,3.09,131.95,-9.67,-1.03,400.00,-13.26,6.63,3.73,18.98,,40.09,-39.00,167.27,-70.23,-31.57,3.09,-2.60,1.08,-17.74,80.39,3.54,-8.56,-84.31,-21.07,50.38,8.19,-0.92,58.00,0.19,-23.78,0.47,1.85,0.00,294.27,41.28,7.07,87.37,53818.00,55132.00,63565.00,0.00,0.00,29.01,0.47
Saakshi Medtech,,SAAKSHI,INE0PSK01027,Electrical Equipment,Other Electrical Equipment,284.20,501.78,22.76,369.00,237.27,14.14,25.46,74.82,5.66,349.21,1.26,6.63,-14.63,,,,0.00,40.83,,,115.51,24.97,19.22,5.66,12.29,14.32,11.80,160.93,9.90,4.02,17.58,3.02,236.80,,,46.14,3.26,-11.72,1.80,92.68,0.00,61.32,23.09,4.55,57.19,1409.00,1642.00,1914.00,0.07,0.27,24.84,1.80
Saatvik Green,544526,SAATVIKGL,INE13B501022,Electrical Equipment,Other Electrical Equipment,423.85,5387.35,581.06,580.00,434.28,26.92,939.43,75.99,5.51,-95.36,118.82,62.89,-91.13,85.08,96.92,83.24,0.00,21.67,1280.26,66.69,4143.72,46.52,-44.20,5.36,248.56,32.92,42.43,-21.14,1.05,,-26.72,42.60,434.39,129.48,6.69,48.16,8.48,-16.74,81.75,1335.65,0.00,2073.56,14.03,3.96,511.01,69254.00,78073.00,,0.19,10.97,12.84,81.75
Sacheerome,,SACHEEROME,INE1ARD01016,Chemicals & Petrochemicals,Specialty Chemicals,484.80,1084.63,40.66,517.00,355.03,6.23,0.00,71.54,13.50,51.01,8.94,14.94,-9.64,,,,0.00,38.14,,,152.39,41.71,32.83,13.50,28.44,35.72,27.03,78.08,17.81,5.80,22.48,22.48,353.73,,,60.44,1.92,-1.03,45.13,126.05,1.49,78.22,25.57,7.31,75.82,1158.00,1141.00,,0.19,6.27,22.00,45.13
Sadhana Nitro,506642,SADHNANIQ,INE888C01040,Chemicals & Petrochemicals,Commodity Chemicals,2.95,894.50,-44.50,29.53,2.75,12.72,113.38,59.55,-0.55,74.06,-2.12,-33.62,98.36,-13.52,-25.14,-25.55,5.12,,1.97,-26.90,48.79,-69.03,-3.13,-0.55,-84.86,-11.10,-23.52,-1860.58,-2.02,-18.13,-28.61,54.12,2.75,-5.59,-0.04,51.49,8.91,-12.19,18.26,157.90,0.00,264.90,-22.05,1.92,27.22,75757.00,68448.00,54475.00,0.04,0.04,40.37,18.26
Safari Inds.,523025,SAFARI,INE429E01023,Consumer Durables,Plastic Products - Consumer,1496.10,7330.49,293.15,2837.20,1726.58,40.33,116.55,44.70,47.75,-5.43,50.49,37.47,27.44,55.01,32.89,46.94,0.00,44.41,603.26,13.06,2107.80,13.97,11.51,47.75,165.05,19.27,15.94,10.86,8.11,5.71,173.36,57.32,1728.89,78.42,11.23,42.02,227.42,3.57,270.00,1104.87,13.27,891.61,24.48,6.58,588.58,36853.00,34886.00,36080.00,10.56,28.26,16.47,270.00
Safe Enterprises,,SAFEENTP,INE17D601016,Consumer Durables,"Furniture, Home Furnishing",248.50,1158.12,87.19,319.00,245.00,22.10,0.00,70.07,31.33,40.94,22.23,33.25,-7.94,,,,0.00,17.93,,,218.42,57.92,31.64,30.61,64.59,47.03,35.90,64.81,29.55,,33.87,31.05,244.96,,,45.34,27.39,2.03,130.44,264.46,23.18,190.38,11.79,4.02,106.04,1716.00,1501.00,,0.79,6.64,22.50,130.44
Sagar Cements,502090,SAGCEM,INE229C01021,Cement & Cement Products,Cement & Cement Products,167.67,2191.57,306.76,319.00,188.67,44.11,1708.35,48.33,-23.11,-1994.26,1.22,87.60,-128.09,-53.21,-64.10,-44.17,29.99,,673.38,11.88,2685.43,13.42,5.28,-28.10,-35.40,1.97,-1.05,76.99,-3.98,0.79,215.56,233.93,188.88,61.53,-3.35,44.24,164.25,1.02,18.69,1666.78,0.00,759.93,14.77,1.29,706.07,34956.00,34401.00,32950.00,1.61,18.39,31.68,18.69
Sagility,544282,SAGILITY,INE0W2G01015,IT - Services,IT Enabled Services,44.00,20597.85,1862.71,57.90,43.13,24.01,1110.54,50.95,227.25,52.97,148.56,257.73,-15.88,351.45,267.66,250.83,0.00,20.04,2147.22,29.47,7617.39,29.43,27.59,216.81,1027.73,13.41,10.58,54.46,11.57,1.95,1202.97,1214.07,43.12,515.09,0.75,58.86,343.76,9.41,567.92,4979.82,335.87,2608.67,10.81,2.13,1963.48,538679.00,524120.00,401291.00,9.99,21.42,17.65,567.92
Sahana Systems,,SAHANA,INE0LEX01011,IT - Services,IT Enabled Services,941.45,998.36,106.47,1779.17,802.13,10.05,17.93,57.31,43.13,21.60,35.47,27.67,70.22,,,,0.00,14.71,,,331.15,97.76,89.00,47.10,67.87,39.81,31.70,91.34,21.71,,41.21,-48.35,800.73,,,79.73,28.92,-6.20,29.64,243.37,19.13,267.18,9.27,3.96,216.99,3468.00,3154.00,3116.00,0.76,0.82,41.11,29.64
Sahasra Electro.,,SAHASRA,INE0RBQ01018,Industrial Products,Other Industrial Products,315.30,788.02,27.94,1013.00,304.10,15.47,66.62,69.90,9.96,384.57,-3.50,4.23,8.42,,,,0.00,55.53,,,138.76,44.78,57.66,6.31,14.19,6.04,6.22,416.00,8.08,,-10.13,-5.93,303.99,,,48.39,5.62,,23.45,210.29,0.12,201.52,29.75,3.35,78.12,5928.00,6321.00,6093.00,0.12,0.89,29.09,23.45
Sai Life,544306,SAILIFE,INE570L01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1461.00,31019.02,680.29,1490.00,1108.53,1.95,288.45,34.53,73.29,21.22,60.46,104.02,-29.69,116.82,100.38,83.84,0.00,84.35,614.87,14.40,2250.36,17.74,11.66,73.29,367.73,19.55,15.39,50.65,13.22,8.80,509.13,314.05,1104.99,172.61,5.50,62.99,463.88,-0.71,110.87,2462.51,50.50,1410.53,44.50,12.46,554.29,125096.00,117527.00,126380.00,19.65,32.71,13.11,110.87
Sai Parenteral's,544742,SAIPARENT,INE0H9F01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,530.90,2345.48,47.29,706.00,488.82,24.80,468.81,51.16,7.92,457.75,1.42,13.16,-39.82,,-6.66,,0.00,112.98,,,380.96,133.57,435.10,7.92,14.26,5.28,4.88,-1.11,4.43,,93.05,33.15,488.40,,,42.81,2.09,-12.42,416.97,468.68,0.00,821.98,50.69,,178.67,9312.00,7687.00,,4.03,8.52,36.29,416.97
Sai Silks,543989,KALAMANDIR,INE438K01021,Retailing,Speciality Retail,87.80,1346.55,286.49,312.00,113.23,60.63,361.22,60.97,25.64,-14.68,30.05,32.65,-21.47,44.44,38.14,40.08,0.00,9.86,455.80,2.58,1649.72,4.83,-1.04,25.64,136.51,14.41,11.79,20.43,6.84,1.09,322.52,106.78,113.49,69.39,2.90,45.43,294.71,5.56,348.42,1231.00,0.00,1213.72,4.96,1.07,375.08,63844.00,63064.00,59800.00,0.62,6.28,28.23,348.42
Saint-Gob. Sekur,515043,SEKURITIND,INE068B01017,Auto Components,Auto Components & Equipments,117.04,1066.35,58.45,158.00,114.87,16.22,1.28,75.00,9.34,-12.79,10.71,13.11,-28.76,12.42,11.21,10.77,0.00,24.00,70.23,16.29,248.93,16.68,10.81,9.34,44.43,23.96,17.85,13.72,15.37,3.12,33.39,28.01,114.85,13.53,1.36,37.55,9.11,11.72,3.46,152.10,199.80,69.70,17.37,4.38,60.78,38662.00,39331.00,41204.00,0.00,0.00,24.98,3.46
Sakar Healthcare,,SAKAR,INE732S01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,901.40,2005.61,71.18,980.00,657.50,8.02,55.30,52.52,10.28,120.13,4.67,11.02,-6.72,12.15,10.25,4.54,0.00,55.57,82.73,43.73,271.97,43.76,38.36,10.28,36.09,12.67,9.99,82.27,14.09,4.54,49.26,34.03,655.05,21.71,5.46,52.73,0.31,-1.10,0.26,302.29,0.01,140.53,25.48,6.18,72.97,14734.00,9580.00,8115.00,12.13,11.37,23.98,0.26
Saksoft,590051,SAKSOFT,INE667G01023,IT - Software,Computers - Software & Consulting,161.36,2138.85,206.72,321.76,165.64,28.20,43.68,66.72,29.29,-9.46,32.35,35.93,-18.48,45.62,29.02,35.97,0.00,15.97,272.02,5.24,1006.74,8.13,-0.18,29.29,133.92,25.48,19.55,15.89,11.78,1.55,171.10,111.00,165.69,50.94,3.44,43.62,197.31,17.09,250.78,766.17,0.00,514.39,9.43,2.75,248.62,113003.00,108388.00,115512.00,2.18,0.01,28.07,250.78
Salasar Techno,540642,SALASAR,INE170V01027,Industrial Manufacturing,Industrial Products,5.95,1040.03,121.45,34.08,7.34,48.40,422.30,44.50,4.99,-41.36,8.51,-12.49,137.60,10.69,6.52,15.99,5.14,75.91,429.28,0.50,1498.14,4.03,-1.54,5.14,13.70,8.13,2.13,-35.53,1.74,1.99,161.01,-5.47,7.35,33.73,0.06,47.34,52.85,2.39,44.16,659.05,0.04,1482.52,12.30,1.25,295.54,471081.00,479968.00,517647.00,5.90,0.00,49.60,44.16
Salzer Electron.,517059,SALZERELEC,INE457F01013,Electrical Equipment,Other Electrical Equipment,556.50,984.04,143.14,1650.00,658.27,41.62,531.70,37.47,8.47,-51.88,17.60,10.02,-15.47,16.44,12.74,13.47,17.20,22.26,488.23,19.45,1768.74,20.47,12.38,8.47,44.21,11.16,9.55,-34.02,1.74,7.86,41.92,-20.94,659.29,35.87,9.30,35.09,5.31,-4.09,6.90,561.39,31.10,964.77,11.51,1.70,485.96,48818.00,48817.00,51081.00,4.51,0.10,57.90,6.90
Sambhv Steel,544430,SAMBHV,INE12NJ01018,Industrial Products,Iron & Steel Products,128.46,3785.35,283.53,149.40,110.71,9.25,378.13,56.11,56.61,69.49,33.40,55.78,1.49,68.83,24.13,29.97,0.00,22.74,828.44,42.79,2586.79,48.73,31.07,56.61,166.49,19.07,18.46,149.65,7.73,2.59,215.82,127.38,110.53,95.57,2.34,59.60,16.19,-7.64,83.92,760.76,165.23,863.11,13.15,3.59,732.17,69951.00,71309.00,130812.00,1.53,3.17,39.17,83.92
Samhi Hotels,543984,SAMHI,INE08U801020,Leisure Services,Hotels & Resorts,159.10,3537.74,461.76,254.60,171.19,30.51,1854.34,0.00,18.25,-7.90,19.82,332.00,-93.76,42.22,48.14,99.79,0.00,8.42,326.83,11.56,1280.79,11.84,12.12,24.93,420.26,8.90,24.48,243.36,8.17,1.10,406.98,357.04,171.31,112.25,1.39,37.39,69.97,4.68,193.88,2159.97,0.00,331.80,11.34,1.62,305.21,83908.00,88889.00,93568.00,44.62,17.35,38.03,193.88
Sammaan Capital,535789,SAMMAANCAP,INE148I01020,Finance,Housing Finance Company,149.45,17359.26,3421.54,1283.57,155.23,22.54,51853.07,28.34,243.30,-27.22,334.30,-1602.24,103.00,-436.57,314.08,308.47,0.00,,1811.19,-19.52,7417.73,-17.09,-31.18,243.30,-736.39,4.92,-3.18,59.09,14.73,1.14,-7465.88,8771.63,155.29,1081.08,-3.76,36.49,4733.53,0.64,10960.42,18762.71,17518.17,16458.41,17.04,0.91,1651.93,399460.00,407005.00,439244.00,19.60,7.94,42.71,10960.42
Samvardh. Mothe.,517334,MOTHERSON,INE775A01035,Auto Components,Auto Components & Equipments,165.00,174148.30,13002.90,173.27,133.14,4.77,19169.70,48.60,1032.05,81.52,568.57,1631.70,-31.12,1318.32,1072.27,845.63,2.34,38.11,34836.35,15.46,131135.44,14.02,16.65,1075.66,4569.80,13.43,11.24,35.30,3.05,2.16,11284.00,6286.20,132.82,3181.01,1.20,59.06,6288.80,6.14,8233.90,39924.20,7238.00,52034.50,13.73,4.25,35243.77,1193976.00,1220691.00,1303287.00,12.87,20.59,17.67,8233.90
Sanathan Textile,544314,SANATHAN,INE0JPD01013,Textiles & Apparels,Other Textile Products,462.10,3900.31,309.37,564.00,443.68,16.28,1512.08,78.58,23.82,-41.08,40.43,21.57,10.43,27.56,-4.77,20.12,0.00,64.21,1328.16,62.37,4400.58,48.53,79.08,23.82,60.74,6.89,3.78,-59.72,1.78,1.00,322.41,383.35,443.50,100.99,3.27,49.22,138.49,-15.19,169.04,1787.67,0.00,1525.73,15.25,2.08,1334.74,24885.00,26483.00,31997.00,1.47,12.73,7.23,169.04
